"Ativo","Nome","Classe","Pais Sede","Ativo /|Cancelado","Data do Bal| Mais recente| consolid:sim*","Setor|Economatica","Tipo de Ativo","Bolsa / Fonte","Setor Econômico|Bovespa","ID da|empresa","Código","Setor NAICS|ult disponiv","Subsetor Bovespa","Segmento Bovespa","Segmento listagem|Bovespa"
"CAML3<XBSP>","Camil","ON","BR","ativo","2020-05-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02422","CAML3","Outras indústrias de alimentos","Alimentos processados","Alimentos diversos","Novo Mercado"
"QVQP3B<XBSP>","524 Particip","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Financeiro","01628","QVQP3B","Empresa de eletricidade, gás e água","Outros","Outros","Balcão Organizado"
"EALT4<XBSP>","Aco Altona","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Bens industriais","00538","EALT4","Transformação de aço em produtos de aço","Máquinas e equipamentos","Máq. e equip. construção e agrícolas","Tradicional"
"AESL3<XBSP>","AES Sul","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","01652","AESL3","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"TIET11<XBSP>","AES Tiete E","UNT N2","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01897","TIET11","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 2"
"AFLT3<XBSP>","Afluente T","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02217","AFLT3","Empresa de eletricidade, gás e água","Energia elétrica","Energia elétrica","Tradicional"
"ALEF3B<XBSP>","Alef S/A","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01670","ALEF3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"BRGE3<XBSP>","Alfa Consorc","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00470","BRGE3","Administração de empresas e empreendimentos","Previdência e seguros","Bancos","Tradicional"
"RPAD3<XBSP>","Alfa Holding","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00995","RPAD3","Administração de empresas e empreendimentos","Intermediários financeiros","Bancos","Tradicional"
"ALSO3<XBSP>","Alianscsonae","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","02235","ALSO3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"APTI4<XBSP>","Aliperti","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Financeiro","01282","APTI4","Indústria de molas e produtos de arame","Agropecuária","Holdings diversificadas","Tradicional"
"FRRN3B<XBSP>","All Norte","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01530","FRRN3B","Transporte ferroviário","Transporte","Transporte ferroviário","Balcão Organizado"
"AALR3<XBSP>","Alliar","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02405","AALR3","Laboratório de exames médicos","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Novo Mercado"
"ALPA4<XBSP>","Alpargatas","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","01045","ALPA4","Indústria de calçados","Tecidos vestuário e calçados","Calçados","Nível 1"
"ALTR3<XBSP>","Altere Sec","ON","BR","cancelado","2020-03-31","Fundos","Ação","Bovespa","-","01806","ALTR3","Outros fundos","-","-","-"
"ALUP11<XBSP>","Alupar","UNT N2","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02149","ALUP11","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 2"
"ABEV3<XBSP>","Ambev S/A","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02326","ABEV3","Indústria de bebidas","Bebidas","Cervejas e refrigerantes","Tradicional"
"AMBP3<XBSP>","Ambipar","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Utilidade pública","02496","AMBP3","Água, esgoto e outros sistemas","Água e saneamento","Água e saneamento","Novo Mercado"
"CBEE3<XBSP>","Ampla Energ","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","00305","CBEE3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"ANIM3<XBSP>","Anima","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02324","ANIM3","Escola de ensino superior","Diversos","Serviços educacionais","Novo Mercado"
"ARZZ3<XBSP>","Arezzo Co","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","02234","ARZZ3","Indústria de calçados","Comércio","Tecidos vestuário e calçados","Novo Mercado"
"ARTR3<XBSP>","Arteris","ON","BR","cancelado","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01977","ARTR3","Atividades auxiliares ao transporte rodoviário","Transporte","Exploração de rodovias","Tradicional"
"ATMP3<XBSP>","Atmasa","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","01910","ATMP3","Serviços de apoio a empresas","Serviços diversos","Serviços diversos","Novo Mercado"
"ATOM3<XBSP>","Atompar","ON","BR","ativo","2020-03-31","Telecomunicações","Ação","Bovespa","Financeiro","01542","ATOM3","Telecomunicações","Outros","Outros","Tradicional"
"AURA32<XBSP>","Aura 360","ON","BR","ativo","2020-03-31","Mineração","Ação","Bovespa","Materiais básicos","08018","AURA32","Mineração de metais","Mineração","Minerais metálicos","BDR nível 2"
"AZUL4<XBSP>","Azul S.A.","PN","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","02411","AZUL4","Transporte aéreo regular","Transporte","Transporte aéreo","Nível 2"
"BTOW3<XBSP>","B2W Digital","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","02099","BTOW3","Vendas por correio ou meio eletrônico","Comércio","Produtos diversos","Novo Mercado"
"BAHI3<XBSP>","Bahema","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00070","BAHI3","Administração de empresas e empreendimentos","Diversos","Holdings diversificadas","Bovespa Mais"
"EBEN4<XBSP>","Bandeirante Energ","PN","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","01698","EBEN4","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"BTTL3<XBSP>","Battistella","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Financeiro","01545","BTTL3","Concessionárias de outros veículos motorizados","Comércio","Holdings diversificadas","Tradicional"
"BALM4<XBSP>","Baumer","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","00156","BALM4","Indústria de equipamentos e materiais para uso médico","Equipamentos","Equipamentos","Tradicional"
"BBML3<XBSP>","Bbmlogistica","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","02466","BBML3","Transporte rodoviário","Serviços diversos","Serviços diversos","Bovespa Mais"
"BMKS3<XBSP>","Bic Monark","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Consumo cíclico","00169","BMKS3","Indústria de outros equipamentos de transporte","Viagens e lazer","Bicicletas","Tradicional"
"BIOM3<XBSP>","Biomm","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","01930","BIOM3","Pesquisa científica","Medicamentos e outros produtos","Medicamentos e outros produtos","Bovespa Mais"
"GBIO33<XBSP>","Biotoscana","ON","BR","ativo","2020-03-31","Química","Ação","Bovespa","Saúde","08017","GBIO33","Indústria de remédios","Medicamentos e outros produtos","Medicamentos e outros produtos","BDR nível 3"
"BKBR3<XBSP>","Bk Brasil","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02431","BKBR3","Restaurantes e outros lugares para comer","Hotéis e restaurantes","Restaurante e similares","Novo Mercado"
"BOBR4<XBSP>","Bombril","PN","BR","ativo","2020-03-31","Química","Ação","Bovespa","Consumo não cíclico","01219","BOBR4","Indústria de artigos de limpeza","Produtos de uso pessoal e de limpeza","Produtos de limpeza","Tradicional"
"BBRK3<XBSP>","BR Brokers","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","02118","BBRK3","Atividades relacionadas a imóveis","Exploração de imóveis","Intermediação imobiliária","Novo Mercado"
"BRML3<XBSP>","BR Malls Par","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01990","BRML3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"BRPR3<XBSP>","BR Propert","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01992","BRPR3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"BRAP4<XBSP>","Bradespar","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Materiais básicos","01872","BRAP4","Administração de empresas e empreendimentos","Mineração","Minerais metálicos","Nível 1"
"AGRO3<XBSP>","Brasilagro","ON","BR","ativo","2020-03-31","Agro e Pesca","Ação","Bovespa","Consumo não cíclico","02003","AGRO3","Agricultura","Agropecuária","Agricultura","Novo Mercado"
"BRKM5<XBSP>","Braskem","PNA","BR","ativo","2020-03-31","Química","Ação","Bovespa","Materiais básicos","00482","BRKM5","Indústria química","Químicos","Petroquímicos","Nível 1"
"BFRE3<XBSP>","Brazilian Fr","ON","BR","cancelado","2020-03-31","Outros","Ação","Bovespa","-","01792","BFRE3","Administração de empresas e empreendimentos","-","-","-"
"BRFS3<XBSP>","BRF SA","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","01629","BRFS3","Abatedouros","Alimentos processados","Carnes e derivados","Novo Mercado"
"BRQB3<XBSP>","Brq","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Tecnologia da informação","02381","BRQB3","Editoras de software","Programas e serviços","Programas e serviços","Bovespa Mais"
"CABI3B<XBSP>","Cabinda Part","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01911","CABI3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"CACO3B<XBSP>","Caconde Part","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01913","CACO3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"CAIA3B<XBSP>","Caianda Part","ON","BR","cancelado","2020-03-31","Outros","Ação","Bovespa","Financeiro","01909","CAIA3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"CAMB3<XBSP>","Cambuci","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00210","CAMB3","Indústria de calçados","Tecidos vestuário e calçados","Calçados","Tradicional"
"CRFB3<XBSP>","Carrefour BR","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo não cíclico","02417","CRFB3","Loja de departamentos","Comércio e distribuição","Alimentos","Novo Mercado"
"CASN4<XBSP>","Casan","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Utilidade pública","01686","CASN4","Água, esgoto e outros sistemas","Água e saneamento","Água e saneamento","Tradicional"
"CCRO3<XBSP>","CCR SA","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01882","CCRO3","Atividades auxiliares ao transporte rodoviário","Transporte","Exploração de rodovias","Novo Mercado"
"CEAB3<XBSP>","Cea Modas","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","02484","CEAB3","Loja de roupas","Comércio","Tecidos vestuário e calçados","Novo Mercado"
"CEBR3<XBSP>","Ceb","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01445","CEBR3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"CEDO4<XBSP>","Cedro","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00307","CEDO4","Tecelagens","Tecidos vestuário e calçados","Fios e tecidos","Nível 1"
"CEED3<XBSP>","Ceee-D","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02064","CEED3","Empresa de eletricidade, gás e água","Energia elétrica","Energia elétrica","Nível 1"
"EEEL3<XBSP>","Ceee-Gt","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","00320","EEEL3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 1"
"CEGR3<XBSP>","Ceg","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Utilidade pública","01661","CEGR3","Distribuição de gás natural","Gás","Gás","Tradicional"
"CLSC4<XBSP>","Celesc","PN","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","00246","CLSC4","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 2"
"GPAR3<XBSP>","Celgpar","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02139","GPAR3","Empresa de eletricidade, gás e água","Energia elétrica","Energia elétrica","Tradicional"
"CEPE5<XBSP>","Celpe","PNA","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01436","CEPE5","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"MAPT4<XBSP>","Cemepe","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01385","MAPT4","Administração de empresas e empreendimentos","Outros","Outros","Tradicional"
"CMIG4<XBSP>","Cemig","PN","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","00245","CMIG4","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 1"
"CNTO3<XBSP>","Centauro","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","02469","CNTO3","Loja de artigos esportivos e instrumentos musicais","Comércio","Produtos diversos","Novo Mercado"
"CESP6<XBSP>","Cesp","PNB","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","00257","CESP6","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 1"
"HGTX3<XBSP>","Cia Hering","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","01476","HGTX3","Indústria de roupas de malha","Tecidos vestuário e calçados","Vestuário","Novo Mercado"
"CIEL3<XBSP>","Cielo","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Financeiro","02173","CIEL3","Serviços de processamento de dados, hospedagem e outros serviços relacionados","Serviços financeiros diversos","Serviços financeiros diversos","Novo Mercado"
"CMSA3<XBSP>","Cims","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01481","CMSA3","Administração de empresas e empreendimentos","Outros","Outros","Tradicional"
"CNSY3<XBSP>","Cinesystem","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Comunicações","02396","CNSY3","Indústria cinematográfica","Mídia","Produção e difusão de filmes e programas","Bovespa Mais"
"CBMA3<XBSP>","Cobrasma","ON","BR","cancelado","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","00444","CBMA3","Indústria de equipamento ferroviário","Material de transporte","Material ferroviário","Tradicional"
"CEEB3<XBSP>","Coelba","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01452","CEEB3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"COCE5<XBSP>","Coelce","PNA","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01486","COCE5","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"COGN3<XBSP>","Cogna ON","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","01797","COGN3","Escola de ensino superior","Diversos","Serviços educacionais","Novo Mercado"
"CGAS5<XBSP>","Comgas","PNA","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Utilidade pública","01563","CGAS5","Distribuição de gás natural","Gás","Gás","Tradicional"
"CRTE3B<XBSP>","Conc Rio Ter","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01920","CRTE3B","Atividades auxiliares ao transporte rodoviário","Transporte","Exploração de rodovias","Balcão Organizado"
"CALI4<XBSP>","Const A Lind","PN","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","00472","CALI4","Construção de edifícios residenciais","Construção civil","Incorporações","Tradicional"
"CSMG3<XBSP>","Copasa","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Utilidade pública","01944","CSMG3","Água, esgoto e outros sistemas","Água e saneamento","Água e saneamento","Novo Mercado"
"CPLE6<XBSP>","Copel","PNB","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01431","CPLE6","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 1"
"CORR4<XBSP>","Cor Ribeiro","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00486","CORR4","Administração de empresas e empreendimentos","Exploração de imóveis","Exploração de imóveis","Tradicional"
"CSAN3<XBSP>","Cosan","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","01983","CSAN3","Comércio atacadista de petróleo e produtos de petróleo","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado"
"RLOG3<XBSP>","Cosan Log","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","02348","RLOG3","Transporte ferroviário","Transporte","Transporte ferroviário","Novo Mercado"
"CSRN3<XBSP>","Cosern","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01813","CSRN3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"CTNM4<XBSP>","Coteminas","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00315","CTNM4","Indústria de roupas de tecido","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"CPFE3<XBSP>","CPFL Energia","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01866","CPFE3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Novo Mercado"
"CPFG3<XBSP>","CPFL Geracao","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","01895","CPFG3","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"CPFP4<XBSP>","CPFL Piratininga","PN","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","01927","CPFP4","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"CPRE3<XBSP>","CPFL Renovav","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02054","CPRE3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"CRDE3<XBSP>","Cr2","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02063","CRDE3","Construção de edifícios residenciais","Construção civil","Incorporações","Tradicional"
"CRPG5<XBSP>","Cristal","PNA","BR","ativo","2020-03-31","Química","Ação","Bovespa","Materiais básicos","01139","CRPG5","Indústria química","Químicos","Químicos diversos","Tradicional"
"CARD3<XBSP>","Csu Cardsyst","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","02004","CARD3","Serviços de apoio a empresas","Serviços diversos","Serviços diversos","Novo Mercado"
"CTCA3<XBSP>","Ctc S.A.","ON","BR","ativo","2020-03-31","Agro e Pesca","Ação","Bovespa","Consumo não cíclico","02398","CTCA3","Agricultura","Agropecuária","Agricultura","Bovespa Mais"
"CCPR3<XBSP>","Cyre Com-Ccp","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","02104","CCPR3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"CYRE3<XBSP>","Cyrela Realt","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","01446","CYRE3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"DASA3<XBSP>","Dasa","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","01962","DASA3","Laboratório de exames médicos","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Tradicional"
"PNVL3<XBSP>","Dimed","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Saúde","00934","PNVL3","Loja de artigos para saúde e cuidados pessoais","Comércio e distribuição","Medicamentos e outros produtos","Tradicional"
"DNEN3B<XBSP>","Dinamica Ene","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","02005","DNEN3B","Geração, transmissão e distribuição de energia elétrica","-","-","Balcão Organizado"
"DIRR3<XBSP>","Direcional","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02135","DIRR3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"DOHL4<XBSP>","Dohler","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00520","DOHL4","Indústria de roupas de tecido","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"DMMO3<XBSP>","Dommo","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","02349","DMMO3","Extração de petróleo e gás","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Tradicional"
"DTCY3<XBSP>","Dtcom Direct","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","01859","DTCY3","Outros tipos de escolas","Serviços diversos","Serviços diversos","Tradicional"
"DTEX3<XBSP>","Duratex","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Materiais básicos","02109","DTEX3","Indústria de móveis e afins","Madeira e papel","Madeira","Novo Mercado"
"ECOR3<XBSP>","Ecorodovias","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01945","ECOR3","Atividades auxiliares ao transporte rodoviário","Transporte","Exploração de rodovias","Novo Mercado"
"ELEK4<XBSP>","Elekeiroz","PN","BR","cancelado","2020-03-31","Química","Ação","Bovespa","Materiais básicos","00435","ELEK4","Indústria química básica","Químicos","Petroquímicos","Tradicional"
"EKTR4<XBSP>","Elektro","PN","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01748","EKTR4","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"ELET3<XBSP>","Eletrobras","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","00243","ELET3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 1"
"LIPR3<XBSP>","Eletropar","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01578","LIPR3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"ELPL3<XBSP>","Eletropaulo","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01417","ELPL3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"EMAE4<XBSP>","Emae","PN","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01699","EMAE4","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"EMBR3<XBSP>","Embraer","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","02008","EMBR3","Indústria de equipamentos aeroespacias","Material de transporte","Material aeronáutico e de defesa","Novo Mercado"
"ENAT3<XBSP>","Enauta Part","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","02236","ENAT3","Extração de petróleo e gás","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado"
"ECPR3<XBSP>","Encorpar","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","01649","ECPR3","Indústria de fios","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"ENBR3<XBSP>","Energias BR","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01976","ENBR3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Novo Mercado"
"ENGI11<XBSP>","Energisa","UNT N2","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01525","ENGI11","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Nível 2"
"ENMT4<XBSP>","Energisa Mt","PN","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01460","ENMT4","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"ENER6<XBSP>","Enersul","PNB","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","00557","ENER6","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"ENEV3<XBSP>","Eneva","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02123","ENEV3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Novo Mercado"
"EGIE3<XBSP>","Engie Brasil","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01732","EGIE3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Novo Mercado"
"EQMA3B<XBSP>","Eqtl Maranhao","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01660","EQMA3B","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Balcão Organizado"
"EQPA3<XBSP>","Eqtl Para","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01830","EQPA3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"EQTL3<XBSP>","Equatorial","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","02001","EQTL3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Novo Mercado"
"ESCE3<XBSP>","Escelsa","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","01534","ESCE3","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"ALPK3<XBSP>","Estapar","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","02495","ALPK3","Administração de empresas e empreendimentos","Serviços diversos","Serviços diversos","Novo Mercado"
"ESTR4<XBSP>","Estrela","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","00842","ESTR4","Outras outras indústrias","Viagens e lazer","Brinquedos e jogos","Tradicional"
"ETER3<XBSP>","Eternit","ON","BR","ativo","2020-03-31","Minerais não Met","Ação","Bovespa","Bens industriais","00576","ETER3","Indústria de outros produtos de minerais não metálicos","Construção e engenharia","Produtos para construção","Novo Mercado"
"EUCA4<XBSP>","Eucatex","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Materiais básicos","00577","EUCA4","Indústria de produtos de madeira compensada e afins","Madeira e papel","Madeira","Nível 1"
"EVEN3<XBSP>","Even","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02052","EVEN3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
