"Código","year","Quarter","NOME","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS"
"MDIA3",2012,52,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",117.530190149943,5065946028.6,1972741849,695592423.8,734659238.78,767690188.71,5240768806,114146294.25,211401627.44,3563596601.1,96615232.883,804798267.17,13096645252,113450000,124439639.41
"MDIA3",2013,56,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",137.888738632202,5422502573.9,2119843569.8,731930881.18,950392816.34,535851820.46,6018137438.5,132611133.34,428151335.65,3936257937.1,99794735.188,807885538.08,15835227641,113450000,159826229.74
"MDIA3",2014,60,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",148.63472366333,5874286709.1,2368931907.5,786074730.11,900913455.74,663470515.59,6007615693.4,134348204.72,586718102.45,4309902737.8,107982271.16,876193753.36,13542317400,113450000,153827513.84
"MDIA3",2015,64,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",249.816769917806,6044183110.4,2555788595.1,715791385.24,928868883.05,709871150.16,5478337827.3,125576541.88,413409008.03,4405443077.2,119053023.59,688246587.8,8906427725.9,1.13e+08,230067802.08
"MDIA3",2016,68,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",308.932376861572,6335008887.3,2561501134,874693764.3,910981781.6,591565380.09,5941402882.3,132491072.67,959113417.34,4832461725.7,193845722.03,892764175.47,14492157525,1.13e+08,153729520.75
"MDIA3",2017,72,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",346.490038553874,6596360182.2,2673265663.2,914408869.26,638227349.61,550954894.94,5865919957.6,138186621.96,1002947570.6,5407177937.6,92073143.743,908524992.21,19131157590,3.39e+08,190943291.99
"MDIA3",2018,76,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",165.088276545207,8151635203.5,3331131291.2,755390239.91,1337291628,1007323065.2,6290650806.5,190349733.05,470881010.15,5807020510.3,195082557.03,783904121.04,15148795460,3.39e+08,138205142.6
"MDIA3",2019,80,"M.Diasbranco","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02033",158.080664316813,8108965842.8,3354892853.6,557429459.83,1154736941.4,913364752.16,6109586395.9,233764745.14,348718230.24,6040864149.3,222613833.67,539045470.6,12945517539,3.39e+08,139136148.49
"MGLU3",2011,48,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",133.884857654572,7631121649.4,766558359.03,18252656.084,4955308239.9,1704281133.5,10043765741,136021872.28,270859340.24,971532276.02,340158726.77,334293030.94,2783667362.3,186494000,0
"MGLU3",2012,52,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",117.530190149943,8374160345.6,850291216.2,-9971077.572,5332218887.7,2131325592,11331271512,138273493.22,625506613.92,910615865.93,337038683.14,219178920.12,3349664286.1,186494000,4096346.3235
"MGLU3",2013,56,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",137.888738632202,6579615947.3,754345858.76,158849177.35,3527984034.4,2082101431.8,11289755207,142311867.78,391248066.94,969530481.05,437384480.73,523373465.66,1965312545.3,186494000,0
"MGLU3",2014,60,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",148.63472366333,6939142490.3,742696866.59,168631788.77,3714117902.4,2235361563.4,12827990802,149973627.63,540659046.48,989663024.52,599741037.19,643968906.93,1822016454,180156867,41301382.287
"MGLU3",2015,64,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",249.816769917806,6521125307.9,685741006.83,-77757161.616,3407284331.7,2431554921.3,10641322095,149103402,731839429.88,682286054.83,730520266.38,401706024.81,461967131.34,22083245.875,39686316.585
"MGLU3",2016,68,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",308.932376861572,6802866942.3,624538165.52,96529783.576,4095171108.2,2014557013,10603328099,148992519.41,668110102.94,693138821.16,691932268.56,647819501.18,2547861743.4,21520633,0
"MGLU3",2017,72,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",346.490038553874,8036727217.6,616363200.45,421383950.09,4480104434.7,1310115848.5,12981195417,154959787.66,447039257.13,2246506934.4,564262942.33,961539460.98,16421912331,188989312,35061711.369
"MGLU3",2018,76,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",165.088276545207,9184519485.8,787502027.83,623764902.47,5626138513.4,1153993625.2,16277702926,170905792.8,625495990.53,2404387347.2,447511321.35,1129227998.7,35628399451,189077175,119310389.51
"MGLU3",2019,80,"Magaz Luiza","ON","Comércio","Loja de departamentos","Novo Mercado","Consumo cíclico","Eletrodomésticos","Comércio","02247",158.080664316813,19810458070,3353771756.5,922730917.21,8010425418.3,4227685905.2,19905788353,487451984.98,306045473.79,7572346746.5,712026737.46,1289825128.8,77575612502,1624731712,182178266.37
"MGEL4",2005,24,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",120.291110356649,981672785.23,404074998.87,25345010.274,209101586.09,394439861.95,1093969287.3,29989284.907,120547388.91,378131337.19,35423359.296,73241324.237,163793817.3,9239020,0
"MGEL4",2006,28,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",96.7511024475098,1300290787.4,360354864.37,11086964.698,366488945.5,554195493.86,1166357239.8,34688513.907,427848085.73,379606348.07,53200730.863,43152405.4,154288766.8,9239020,0
"MGEL4",2007,32,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",113.58053334554,1280944309.4,391909915.61,73390501.021,420604796.3,457449194.68,1240789413.1,32436250.179,378695219.22,402890318.38,115107063.2,83828902.382,743792678.29,8978619,2674913.4607
"MGEL4",2008,36,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",174.038621902466,1439763676.6,478448492.9,3667104.2677,303710606.36,758873355.34,1286061934.9,39264893.034,447683108.1,377179714.9,418828593.89,138109184.92,161317960.15,17525838,16430173.488
"MGEL4",2009,40,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",131.44704469045,1245586253.5,509906644.24,29551851.001,322800807.09,539197302.41,1114548634.1,44078054.977,244446487.55,383588143.96,203338618.61,-33995658.754,443974428.06,17349638,930058.25485
"MGEL4",2010,44,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",92.7765544255574,1427747547.8,525978576.63,12802571.873,375710409.71,674003835.6,1305214120.7,38092775.353,206522497.76,378033302.49,77976877.63,86118666.798,312234265.88,17349638,7060327.6102
"MGEL4",2011,48,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",133.884857654572,1306200811.6,505457446.35,-18219799.425,458907384.31,543887219.95,1131057611.3,39678326.615,232825411.16,303406207.37,115840060.95,4261977.985,131926118.75,17349638,7968521.9815
"MGEL4",2012,52,"Mangels Indl","PN","Siderur & Metalur","Forjarias e estamparias","Tradicional","Materiais básicos","Artefatos de ferro e aço","Siderurgia e metalurgia","00839",117.530190149943,1000802008.1,264225425.05,-78680597.879,448243176.89,512347818.53,701181844.75,39837004.953,253342241.5,40211012.755,249788428.23,49706080.397,73096304.089,17349638,0
"POMO4",2005,24,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",120.291110356649,2731030933.9,364816069.48,173085876.98,1039130717.5,700562886.76,3589971777.7,61782926.172,67889170.567,974877566.58,274608754.2,165074450.72,1306326154.6,111857000,81551025.931
"POMO4",2006,28,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",96.7511024475098,2931695690,364112294.54,246098438.86,1148478389.1,676809910.4,3564538575.9,60817418.588,81594276.386,1091550776.3,301459946.64,270923953.13,2523349281.4,223696000,78669794.148
"POMO4",2007,32,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",113.58053334554,3990280708.9,448578308.21,257928335.48,1761666420.9,1058078396.3,4151114754.8,65135702.484,286361963.7,1155258470.3,244308112.86,274706983.62,3094996141.9,224040000,98303069.68
"POMO4",2008,36,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",174.038621902466,4482712806.9,495173212.91,247503765.25,2058009474.2,1144681442.6,4661498867.3,88122798.287,161689475.37,1258282515.5,386378771.14,415386081.35,1277838232.6,224088000,110105173.81
"POMO4",2009,40,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",131.44704469045,4398356670.6,513152141.64,240973328.83,1506734963.6,1598261873,3631462753.3,70082624.968,889335115.89,1277802977.3,323136122.21,255781903.43,2543890573.7,223670000,139277547.28
"POMO4",2010,44,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",92.7765544255574,5048377528.5,531167592.48,494136282.48,1580926829.3,1862105167.9,4939894769.9,57454103.298,1119992583,1592854567.1,217688713.32,606205027.61,4945023863.8,447761000,121758574.02
"POMO4",2011,48,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",133.884857654572,5290126977.4,553191912.71,536884057.88,2067254898.1,1389952434.1,5270952770.2,55674825.484,1414898460.9,1818293738.4,285316269.97,670404130.31,4777901703.3,446371760,233714105.54
"POMO4",2012,52,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",117.530190149943,5191871351.2,672497072.45,443530382.93,2212675984.7,1039020283.7,5642837541.4,71796193.393,582365627,1921668348.8,283462435.05,578390500.59,8262031520.7,447151802,247077241.24
"POMO4",2013,56,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",137.888738632202,5747636297.3,471854889,402976882.97,1472861810.6,2133646528.5,5107623713.3,56140034.463,871973195.83,2115871153.9,280253519.79,551187355.59,6275249335.9,894935010,189874778.05
"POMO4",2014,60,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",148.63472366333,5822234322.3,570637506.45,291405217.49,1350734646.6,2279571068.8,4460163636.1,54010811.652,842942507.1,2161194585.9,300569019.07,347954242.15,3913631186.2,889804469,159896925.51
"POMO4",2015,64,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",249.816769917806,5972222919.7,665318269.97,103054758.71,1887095968.9,1878007608,3246507577.3,55038629.89,1340689679.9,2166705293.7,577839833.46,196830334.16,1892889326.2,890976115,103038165.46
"POMO4",2016,68,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",308.932376861572,5540182883.6,789800188.1,244642478.59,1853010547.9,1603564161.2,2870405362.4,55411095.427,1348683827.3,2047804116.3,570090527.99,338930884.41,2602092233.9,925196008.64,132065099.38
"POMO4",2017,72,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",346.490038553874,5125918432.8,745617854.42,78173675.725,1753969449.9,1282899667.6,3115241016.6,49211395.809,1038516214,2056723736.8,296034188.75,80429956.264,3693270152.4,920471625,18565841.789
"POMO4",2018,76,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",165.088276545207,5374625409,804708500.21,194961443.52,1909027833.1,1236867638.9,4382501046.4,63485409.805,901530406.19,2198439028.2,310139356.23,314566264.18,3648718717.1,925196008.77,35383941.095
"POMO4",2019,80,"Marcopolo","PN","Veiculos e peças","Indústria de carrocerias e trailers","Nível 2","Bens industriais","Material rodoviário","Material de transporte","00845",158.080664316813,5198765132.6,942124894.74,201584255.66,1513887379.8,1324155722.3,4318760023.7,86527669.67,1075674576.7,2312341689,262468832.87,251827419.96,4227920682.3,943173576,82990208.168
"MRFG3",2007,32,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",113.58053334554,8443262957.1,1847955775.8,165632123.22,2353855607.8,3543761226.2,6511716135.6,91723016.524,2046749417.3,2500082910.6,978495821.65,645685506.43,6063829071.3,203948954,95581364.73
"MRFG3",2008,36,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",174.038621902466,16853900759,4115713356.4,-65352510.794,5153630887.3,6641860354.1,11420667898,294119435.06,1972843186.7,5025425829.4,3082271091.8,1333901813.7,3689862874.5,267248354,0
"MRFG3",2009,40,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",131.44704469045,20210044106,4262165787.3,1198449771.6,5253824959.4,7547858647.7,16970015870,484364456.15,5353461200.1,7384494885.9,1248764687.8,961966135.77,11688640396,346398955,0
"MRFG3",2010,44,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",92.7765544255574,37658834320,11603036043,243443828.63,11578735652,19400130586,26459096787,1044341930.8,1229846748.2,6441471648.6,2805369602.4,1459293231.5,8951669429.7,346581956,165551934.88
"MRFG3",2011,48,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",133.884857654572,37274222125,11445202359,-1167212452.5,10440749276,21483761103,34241189560,1160196773.6,1684795570.4,5091844866.5,5120547504.6,1615101904,4633188620.8,346751231,96905238.061
"MRFG3",2012,52,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",117.530190149943,37828677666,11842033123,-330992470.05,11364101414,20100394445,35074531516,1204998441.8,1359892368.7,6144132172.8,4321875984.8,1717222083.9,5970934677.3,476306301,21992545.743
"MRFG3",2013,56,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",137.888738632202,24883519986,6795029479,-1275183175.6,5148460315.7,15381562676,26174362520,705388555.15,1076507947.1,4228300291.9,4430527803.7,1209805808.7,2904812807.5,520281458,0
"MRFG3",2014,60,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",148.63472366333,26478622344,6694799808.4,-969993513.39,6115932457.8,17645129503,27642676999,765597188.38,1432004685.3,2562434248.6,4200935351.4,1422518196.2,4163443452.2,520326254,0
"MRFG3",2015,64,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",249.816769917806,24790257248,5180729565.6,-694572172.31,6408134747.2,17382222649,22391209691,513056224.03,1932364729.3,762410125.24,6750006692.5,1514858373.4,3918821359.7,520688855,0
"MRFG3",2016,68,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",308.932376861572,22590860846,4528065900.4,-757390534.9,8232846990.3,13130494894,21558990745,518270097.41,3670624054.1,1010979567.5,4838671791.7,1129799351.1,3842445749.2,521299473,0
"MRFG3",2017,72,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",346.490038553874,23073852395,4863461987.9,-523691053.76,6522057820.3,13697908401,20123328524,491447797.49,1314526589.9,2591561877.9,3664709777.7,1204887386.9,4923549646.7,620959696,13832310.364
"MRFG3",2018,76,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",165.088276545207,27672634973,5461818790.2,1456765938.4,9027540703.7,14456699562,31025082243,681957860.3,2567608696.1,703151682.08,4490257623.8,440687200.99,3537869670.8,620603975,481502456.97
"MRFG3",2019,80,"Marfrig","ON","Alimentos e Beb","Abatedouros","Novo Mercado","Consumo não cíclico","Carnes e derivados","Alimentos processados","02078",158.080664316813,31602945338,6447363920.3,218301614.05,10625445286,19199419152,48808817751,1198687948.6,1776640490.9,619170875.48,4176983291.3,3415695350.5,7001454865.2,702269453,2077076475.6
"MEND5",2005,24,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",120.291110356649,8478292434.5,5644127.5159,-245907094.96,5091889443.5,1945463747.8,4425819.3807,205852.06422,16804.25014,1440939243.2,1429338009,-42025329.07,309336644.22,10309000,0
"MEND5",2006,28,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",96.7511024475098,9425074716.2,5201342.3659,450252144.99,1374433336.4,4081485615.7,3728918.509,189398.91935,14255.832639,3969155764.1,498721975.97,-15219119.616,341014273.69,10309000,0
"MEND5",2007,32,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",113.58053334554,10226221455,4813674.442,489805509.4,2714013598.8,3222615639.3,3275404.2376,161820.5665,11697.872277,4289592217.2,591814854.95,76835524.406,1195779552.2,10309000,0
"MEND5",2008,36,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",174.038621902466,11244168255,4355606.7757,726246804.67,1808018631.7,4659536451.1,3142443.2655,163841.50593,14727.326376,4776613173,721287377.51,-61116563.545,649407917.93,10309000,0
"MEND5",2009,40,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",131.44704469045,12108170756,4039664.7919,672008562.31,3212943597.9,3546912163.3,3764353.43,134126.04814,1764.8164229,5348314995.4,483425573.82,20655411.413,1020755816,10309000,0
"MEND5",2011,48,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",133.884857654572,14285802863,43231539.539,905757939.56,42849776.459,7469573282.7,3000908.1407,791689.00896,23469.041767,6773379804.7,286808901.03,-39872337.36,686845429.54,10309000,0
"MEND5",2012,52,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",117.530190149943,13645798839,40101619.169,-820788948.57,22712473.805,8044147983,4190956.9928,745059.02095,48783.626371,5578938382.3,727850227.17,-816865562.38,392037060.93,10309000,0
"MEND5",2013,56,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",137.888738632202,12861299309,37160093.919,-379810970.83,20871234.811,7975304577.1,7665673.8836,703477.71983,43269.462926,4865123497.8,682182165.13,-140987263.89,162641591.08,10309000,0
"MEND5",2014,60,"Mendes Jr","PNA","Construção","Outras construções pesadas e de engenharia civil","Tradicional","Bens industriais","Construção pesada","Construção e engenharia","00478",148.63472366333,12302887657,34262596.244,-269538545.23,55250404.051,7981853510.8,9116579.016,659804.20792,6558.6899395,4265783742.3,722590546.71,121224266.15,167626663.6,10309000,0
"MTIG4",2005,24,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",120.291110356649,138441814.78,38473330.696,3016362.9002,41800572.224,4209464.6602,189604454.86,7141806.3096,5154703.7305,92431777.897,4772407.0399,3537294.6545,550242676.87,290016000,0
"MTIG4",2006,28,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",96.7511024475098,149250421.55,41826612.965,1989706.927,45991352.643,12125603.933,180930954.77,6048546.1342,12211138.929,91133464.97,7384521.3073,4694242.0335,590631365.54,290016000,0
"MTIG4",2007,32,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",113.58053334554,144022253.83,40112004.038,1261420.5605,46606272.797,9210124.7728,135923426.92,7207838.968,9408988.6015,88205856.259,5794346.0679,-306094.32458,707885390.29,290016000,0
"MTIG4",2008,36,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",174.038621902466,133482963.52,41682015.476,-5802566.5922,47996356.66,8002460.9696,131899775.94,2914169.7067,8869532.31,77484145.896,16954834.49,-653525.10794,220995527.74,290016000,0
"MTIG4",2009,40,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",131.44704469045,122051174.17,38141212.531,-5379160.4569,40744316.755,12404894.636,128667470.94,3007247.1846,3859653.5168,68901962.781,6272157.5669,-9563540.1955,254679855.07,290016000,0
"MTIG4",2015,64,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",249.816769917806,91358317.98,28148966.021,-12131496.822,52147981.184,30143357.51,138597983.38,1770842.4639,1298888.9089,9066979.2862,17951844.082,-5745819.8558,6370623.3318,6250000,0
"MTIG4",2016,68,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",308.932376861572,97750917.397,19193567.79,-10994311.358,62489213.593,9788930.7419,159778288.97,2377419.3441,323043.8651,25472773.062,17775333.231,-588864.57565,9450364.2769,241344,0
"MTIG4",2017,72,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",346.490038553874,91776273.333,17852553.846,105623.82523,50951816.744,15975336.019,141881607.93,2193260.6634,3200895.1884,24849120.57,26980254.988,26690361.392,5435223.2052,241344,0
"MTIG4",2018,76,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",165.088276545207,104647479.57,22545014.322,441224.90325,59718008.824,19179214.286,149391098.49,1481695.4858,1671655.7763,25750256.462,14665255.999,14587513.648,23469565.156,241344,0
"MTIG4",2019,80,"Metal Iguacu","PN","Siderur & Metalur","Outras indústrias de produtos de metal","Tradicional","Materiais básicos","Embalagens","Embalagens","00860",158.080664316813,127667084.7,22437387.592,13727713.94,72469174.051,16888734.084,131549131.39,4417613.7548,481035.70647,38309176.567,15871478.672,-951030.60922,17838175.422,241344,0
"LEVE3",2005,24,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",120.291110356649,2019123077.7,732648501.87,213161913.03,925865870.51,243632219.6,3098928482.7,190904683.72,211651631.05,825891084.83,184233396.41,351479796.47,2322019476.5,30453000,0
"LEVE3",2006,28,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",96.7511024475098,2053876502.8,741963138.66,205082371.81,905129289.41,222879760.58,3060851497.1,200691575.35,230247989.51,902320890.38,150932609.8,311147803.19,2322610861.9,30453000,558109738.2
"LEVE3",2007,32,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",113.58053334554,2318717149.1,860199138.6,207001648.52,1000965484.6,304415679.91,3196164800.4,204504152.79,151896871.52,997138330.76,270443109.17,356038390.27,1929671262.6,30454000,111757572.44
"LEVE3",2008,36,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",174.038621902466,3006327792.4,946738812.42,114608053.85,1693973898.1,471670240.93,3436310495.1,174771023.02,301499666.49,822020449.01,464580874.2,335724132.07,925043619.76,30454000,83369553.699
"LEVE3",2009,40,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",131.44704469045,2408935591.2,802668511,94682401.087,599303420.14,791961369.76,2717079597.9,129549879.15,297013309.52,990960304.78,264124190.66,261178712.05,1348614467.1,30454000,25829853.165
"LEVE3",2010,44,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",92.7765544255574,4296113535.6,1237120368.7,138058815.87,802429478.49,1247716692.3,3038418735.8,206225887.35,60636832.997,2221025428.6,169514516.67,198552342.71,2308990411.9,30454000,205361051.38
"LEVE3",2011,48,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",133.884857654572,4145152224.3,1154035367.8,295170138.31,1293951536.4,751381712.02,3499634665.8,203517271.8,63042539.996,2078515344.3,117911595.04,378755912.87,2834068770.7,42769500,288692682.78
"LEVE3",2012,52,"Metal Leve","ON","Veiculos e peças","Indústria de autopeças","Novo Mercado","Consumo cíclico","Automóveis e motocicletas","Automóveis e motocicletas","00857",117.530190149943,3470628313.9,1108035810.4,264871438.53,855796374.52,601064538.81,3294820994.2,164780741.84,201460115.71,1994333777.7,176657337.42,398736665.88,4730495057.7,128308500,235725439.21
